"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-19","1981","01","19","","4.8","","-1.3","","1.8","","16.2","","0.0","","0.6","","0.0","T","0.6","","32","","16","","70","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-20","1981","01","20","","-0.5","","-7.7","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","31","","18","","52","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-21","1981","01","21","","2.0","","-7.6","","-2.8","","20.8","","0.0","","0.0","T","3.0","","2.0","","33","","16","","50","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-22","1981","01","22","","2.2","","-3.4","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","33","","17","","43","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-23","1981","01","23","","0.0","","-3.6","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","33","","16","","41","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-24","1981","01","24","","-1.5","","-7.2","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","33","","16","","41","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-25","1981","01","25","","-6.4","","-10.9","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","33","","16","","54","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-26","1981","01","26","","-7.4","","-14.2","","-10.8","","28.8","","0.0","","0.0","","0.0","","0.0","","33","","18","","41","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-27","1981","01","27","","-9.4","","-14.7","","-12.1","","30.1","","0.0","","0.0","","2.3","","1.7","","33","","19","","35",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-28","1981","01","28","","-9.8","","-22.4","","-16.1","","34.1","","0.0","","0.0","","1.7","","1.1","","36","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-29","1981","01","29","","-13.4","","-25.5","","-19.5","","37.5","","0.0","","0.0","","0.0","T","0.0","T","36","","17","","56",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-30","1981","01","30","","-8.7","","-15.7","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","36","","18","","63",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-01-31","1981","01","31","","-4.2","","-10.5","","-7.4","","25.4","","0.0","","0.0","","0.0","","0.0","","34","","19","","50","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-01","1981","02","01","","-0.6","","-6.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","34","","16","","69","E"
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-02","1981","02","02","","2.6","","-3.7","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","34","","19","","50",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-03","1981","02","03","","-1.8","","-7.0","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","33","","16","","39",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-04","1981","02","04","","-5.1","","-11.8","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-05","1981","02","05","","-8.4","","-19.3","","-13.9","","31.9","","0.0","","0.0","","0.0","T","0.0","T","33","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-06","1981","02","06","","-6.7","","-18.1","","-12.4","","30.4","","0.0","","0.0","","0.0","","0.0","","33","","20","","41",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-07","1981","02","07","","-2.4","","-10.4","","-6.4","","24.4","","0.0","","0.0","","1.2","","1.0","","33","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-08","1981","02","08","","-2.9","","-11.4","","-7.2","","25.2","","0.0","","0.0","","0.2","","0.2","","34","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-09","1981","02","09","","-10.5","","-24.2","","-17.4","","35.4","","0.0","","0.0","","0.0","","0.0","","34","","20","","35",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-10","1981","02","10","","-5.2","","-12.0","","-8.6","","26.6","","0.0","","0.0","","0.5","","0.3","","34","","19","","39",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-11","1981","02","11","","-8.4","","-15.5","","-12.0","","30.0","","0.0","","0.0","","3.2","","2.0","","34","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-12","1981","02","12","","-15.2","","-21.2","","-18.2","","36.2","","0.0","","0.0","","2.1","","1.4","","39","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-13","1981","02","13","","-17.2","","-19.9","","-18.6","","36.6","","0.0","","0.0","","7.4","","3.9","","39","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-14","1981","02","14","","-15.2","","-20.1","","-17.7","","35.7","","0.0","","0.0","","7.6","","4.9","","47","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-15","1981","02","15","","-16.6","","-24.6","","-20.6","","38.6","","0.0","","0.0","","5.2","","3.0","","48","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-16","1981","02","16","","-21.6","","-33.7","","-27.7","","45.7","","0.0","","0.0","","0.0","T","0.0","T","49","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-17","1981","02","17","","-18.3","","-29.5","","-23.9","","41.9","","0.0","","0.0","","0.2","","0.2","","48","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-18","1981","02","18","","-9.4","","-18.7","","-14.1","","32.1","","0.0","","0.0","","0.0","T","0.0","T","49","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-19","1981","02","19","","-5.3","","-19.2","","-12.3","","30.3","","0.0","","0.0","","0.0","","0.0","","49","","17","","46",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-20","1981","02","20","","-1.3","","-19.1","","-10.2","","28.2","","0.0","","0.0","","0.0","","0.0","","49","","16","","37",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-21","1981","02","21","","3.4","","-5.3","","-1.0","","19.0","","0.0","","0.0","","0.2","","0.2","","46","","17","","56",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-22","1981","02","22","","-0.8","","-11.5","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","48","","21","","35",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-23","1981","02","23","","-7.7","","-17.7","","-12.7","","30.7","","0.0","","0.0","","0.0","","0.0","","46","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-24","1981","02","24","","-5.0","","-22.5","","-13.8","","31.8","","0.0","","0.0","","0.0","","0.0","","46","","19","","35",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-25","1981","02","25","","-4.5","","-13.1","","-8.8","","26.8","","0.0","","0.0","","0.0","","0.0","","45","","18","","37",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-26","1981","02","26","","-2.3","","-12.4","","-7.4","","25.4","","0.0","","0.0","","0.0","","0.0","","45","","19","","46",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-27","1981","02","27","","-0.9","","-12.6","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","44","","18","","46",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-02-28","1981","02","28","","1.3","","-10.4","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","44","","19","","35",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-01","1981","03","01","","2.0","","-8.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","44","","17","","37",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-02","1981","03","02","","2.4","","-6.6","","-2.1","","20.1","","0.0","","0.0","","0.2","","0.2","","43","","20","","46",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-03","1981","03","03","","0.7","","-10.0","","-4.7","","22.7","","0.0","","0.0","","0.0","T","0.0","T","43","","30","","31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-04","1981","03","04","","-1.8","","-19.1","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","42","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-05","1981","03","05","","-3.3","","-16.5","","-9.9","","27.9","","0.0","","0.0","","0.0","","0.0","","42","","16","","44",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-06","1981","03","06","","-1.5","","-11.6","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","42","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-07","1981","03","07","","-4.8","","-22.0","","-13.4","","31.4","","0.0","","0.0","","0.4","","0.2","","42","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-08","1981","03","08","","1.3","","-8.2","","-3.5","","21.5","","0.0","","0.0","","0.4","","0.2","","43","","16","","56",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-09","1981","03","09","","5.0","","-1.3","","1.9","","16.1","","0.0","","0.0","","0.0","T","0.0","T","43","","15","","59",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-10","1981","03","10","","5.3","","-4.0","","0.7","","17.3","","0.0","","0.0","","0.0","T","0.0","T","41","","19","","37",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-11","1981","03","11","","6.8","","-2.4","","2.2","","15.8","","0.0","","0.0","","0.0","T","0.0","T","40","","17","","65",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-12","1981","03","12","","3.7","","0.0","","1.9","","16.1","","0.0","","0.0","","0.2","","0.2","","39","","16","","43",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-13","1981","03","13","","3.4","","-2.0","","0.7","","17.3","","0.0","","0.0","","0.0","T","0.0","T","38","","16","","50",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-14","1981","03","14","","3.9","","-3.0","","0.5","","17.5","","0.0","","0.0","T","0.0","T","0.0","T","38","","16","","46",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-15","1981","03","15","","5.6","","-0.3","","2.7","","15.3","","0.0","","0.0","","0.0","T","0.0","T","38","","15","","39",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-16","1981","03","16","","5.3","","-5.0","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","36","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-17","1981","03","17","","3.0","","-7.7","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","36","","17","","46",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-18","1981","03","18","","3.5","","-2.8","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","35","","20","","44",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-19","1981","03","19","","6.0","","-6.1","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","35","","15","","44",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-20","1981","03","20","","3.5","","-9.4","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","35","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-21","1981","03","21","","-0.3","","-5.9","","-3.1","","21.1","","0.0","","0.0","","0.0","T","0.0","T","35","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-22","1981","03","22","","-2.5","","-9.4","","-6.0","","24.0","","0.0","","0.0","","0.8","","0.8","","35","","16","","50",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-23","1981","03","23","","3.7","","-8.5","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","35","","17","","48",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-24","1981","03","24","","5.2","","-3.6","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","35","","18","","35",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-25","1981","03","25","","2.1","","-3.6","","-0.8","","18.8","","0.0","","0.0","","0.0","T","0.0","T","35","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-26","1981","03","26","","4.3","","-5.3","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","35","","16","","69",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-27","1981","03","27","","6.2","","-3.4","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","34","","17","","48",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-28","1981","03","28","","4.5","","-9.3","","-2.4","","20.4","","0.0","","0.0","","0.0","T","0.0","T","34","","35","","33",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-29","1981","03","29","","4.6","","-8.8","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","34","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-30","1981","03","30","","3.4","","-5.3","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-03-31","1981","03","31","","2.9","","-6.8","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","34","","34","","37",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-01","1981","04","01","","2.0","","-8.7","","-3.4","","21.4","","0.0","","0.0","","0.2","","0.2","","34","","18","","39",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-02","1981","04","02","","2.7","","-3.0","","-0.2","","18.2","","0.0","","0.0","","0.2","","0.2","","34","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-03","1981","04","03","","2.6","","-7.6","","-2.5","","20.5","","0.0","","0.0","","0.3","","0.3","","34","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-04","1981","04","04","","1.5","","-12.0","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-05","1981","04","05","","1.6","","-6.0","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","34","","35","","31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-06","1981","04","06","","2.4","","-14.2","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","34","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-07","1981","04","07","","1.4","","-11.3","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-08","1981","04","08","","-1.0","","-6.6","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","T","33","","34","","43",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-09","1981","04","09","","-4.3","","-12.1","","-8.2","","26.2","","0.0","","0.0","","0.2","","0.2","","33","","33","","61",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-10","1981","04","10","","-4.2","","-13.2","","-8.7","","26.7","","0.0","","0.0","","0.0","T","0.0","T","33","","35","","54",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-11","1981","04","11","","-3.2","","-18.4","","-10.8","","28.8","","0.0","","0.0","","0.0","","0.0","","32","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-12","1981","04","12","","-2.9","","-20.4","","-11.7","","29.7","","0.0","","0.0","","0.0","","0.0","","31","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-13","1981","04","13","","-1.0","","-13.5","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","30","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-14","1981","04","14","","-2.5","","-11.2","","-6.9","","24.9","","0.0","","0.0","","0.3","","0.3","","30","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-15","1981","04","15","","-3.5","","-9.4","","-6.5","","24.5","","0.0","","0.0","","1.5","","1.5","","30","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-16","1981","04","16","","0.7","","-10.3","","-4.8","","22.8","","0.0","","0.0","","1.2","","1.2","","31","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-17","1981","04","17","","2.1","","-14.4","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","30","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-18","1981","04","18","","1.2","","-10.6","","-4.7","","22.7","","0.0","","0.0","","1.0","","1.0","","30","","16","","37",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-19","1981","04","19","","6.7","","-0.1","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","31","","16","","48",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-20","1981","04","20","","6.9","","1.1","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","24","","19","","50",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-21","1981","04","21","","7.4","","-0.4","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","20","","16","","31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-22","1981","04","22","","7.7","","-3.2","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-23","1981","04","23","","6.5","","-2.8","","1.9","","16.1","","0.0","","0.0","T","0.0","T","0.0","T","14","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-24","1981","04","24","","7.9","","-1.2","","3.4","","14.6","","0.0","","0.2","","0.0","T","0.2","","8","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-25","1981","04","25","","6.6","","0.3","","3.5","","14.5","","0.0","","0.4","","2.0","","2.2","","0","T","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-26","1981","04","26","","7.7","","-0.2","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-27","1981","04","27","","8.6","","0.0","","4.3","","13.7","","0.0","","0.2","","1.0","","0.8","","0","T","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-28","1981","04","28","","9.0","","-3.2","","2.9","","15.1","","0.0","","0.4","","0.0","T","0.4","","0","T","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-29","1981","04","29","","11.0","","-3.6","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-04-30","1981","04","30","","11.7","","-2.5","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-01","1981","05","01","","9.8","","-0.4","","4.7","","13.3","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-02","1981","05","02","","10.5","","-0.8","","4.9","","13.1","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-03","1981","05","03","","12.0","","-2.0","","5.0","","13.0","","0.0","","0.3","","0.0","","0.3","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-04","1981","05","04","","13.3","","-0.9","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","0","","21","","41",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-05","1981","05","05","","14.7","","-3.5","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-06","1981","05","06","","17.9","","-2.7","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-07","1981","05","07","","16.6","","-0.8","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","0","","1","","44",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-08","1981","05","08","","14.0","","2.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-09","1981","05","09","","16.2","","-1.6","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-10","1981","05","10","","16.4","","1.1","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","17","","37",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-11","1981","05","11","","16.2","","-1.2","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","M","","M"
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-12","1981","05","12","","15.7","","-0.8","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-13","1981","05","13","","11.5","","3.5","","7.5","","10.5","","0.0","","1.6","","0.0","","1.6","","0","","17","","33",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-14","1981","05","14","","15.1","","1.2","","8.2","","9.8","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-15","1981","05","15","","17.9","","0.9","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-16","1981","05","16","","14.9","","6.5","","10.7","","7.3","","0.0","","1.7","","0.0","","1.7","","0","","20","","43",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-17","1981","05","17","","15.1","","1.8","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","20","","35",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-18","1981","05","18","","15.3","","2.4","","8.9","","9.1","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-19","1981","05","19","","17.2","","3.7","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","27","","39",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-20","1981","05","20","","13.6","","4.6","","9.1","","8.9","","0.0","","0.0","T","0.0","","0.0","T","0","","19","","43",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-21","1981","05","21","","14.5","","2.0","","8.3","","9.7","","0.0","","0.0","T","0.0","","0.0","T","0","","15","","39",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-22","1981","05","22","","15.1","","4.1","","9.6","","8.4","","0.0","","0.0","T","0.0","","0.0","T","0","","14","","44",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-23","1981","05","23","","15.7","","0.0","","7.9","","10.1","","0.0","","0.0","T","0.0","","0.0","T","0","","18","","35",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-24","1981","05","24","","13.6","","4.8","","9.2","","8.8","","0.0","","1.0","","0.0","","1.0","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-25","1981","05","25","","19.7","","1.4","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-135.07","60.71","WHITEHORSE A","2101300","1981-05-26","1981","05","26","","20.2","","7.7","","14.0","","4.0","","0.0","","0.2","","0.0","","0.2","","0","","16","","33",""
